id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
428,uiOykvlRLJ,87,3,1,2016,0,1994,Billie Reilly,2,2017-09-04 00:00:00,3,2017-10-05 00:00:00
429,jXjBNuyEYp,35,2,9,2019,2021,1993,Annie Rymer,1,2019-03-02 00:00:00,1,2019-03-13 00:00:00
430,srmlsbWdhm,43,2,4,2017,0,1990,Michael Stegall,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
431,ykmRKCJJsx,74,2,9,2018,0,2007,Timothy Miranda,3,2019-12-29 00:00:00,5,2020-01-21 00:00:00
432,FGfRdSCJdx,141,2,9,2016,2019,1992,Annie Perez,3,2018-03-01 00:00:00,1,2018-03-05 00:00:00
433,amCtvCfbEy,63,4,1,2017,0,1993,Kathryn Teeter,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
434,QPFLwXLLZT,61,3,3,2018,0,1993,Janet Jenkins,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
435,wUORXYwuCr,48,2,8,2016,0,2007,Ward Ohalloran,2,2017-10-21 00:00:00,6,2017-10-28 00:00:00
436,ahxIUzrHhw,140,4,8,2018,2021,1996,Betty Thompson,1,2019-07-15 00:00:00,7,2019-08-14 00:00:00
437,GEolesoFDi,149,4,6,2016,0,2000,Lisa Catron,4,2017-09-05 00:00:00,8,2017-09-26 00:00:00
438,ssLJidMLOL,86,1,2,2016,0,2003,Tracy Haines,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
439,UkpLRNVWlq,109,2,1,2019,0,2002,Donald Martin,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
440,AkYFXFZVDr,88,3,1,2017,0,2004,Angelina Washington,3,2019-09-09 00:00:00,1,2019-09-26 00:00:00
441,BUVbKcuLVm,95,1,7,2017,0,2007,Catherine Schwarz,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
442,ImjbsxFjaH,26,1,5,2017,2019,2007,Courtney Rogers,1,2018-03-30 00:00:00,8,2018-04-08 00:00:00
443,AxydZcPDJE,73,2,3,2018,2020,2004,Tommy Clark,2,2018-11-21 00:00:00,3,2018-12-05 00:00:00
444,zJRUAYilPM,13,4,4,2018,0,1990,Janet Jenkins,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
445,NwphVIVBsi,29,2,7,2017,0,1994,Keri Sines,2,2019-11-02 00:00:00,4,2019-11-26 00:00:00
446,xUqqBqEuui,83,4,5,2018,2020,2009,Juan Caraway,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
447,mlgSGyfYmU,77,4,4,2018,0,1997,Diana Anderson,3,2018-11-05 00:00:00,1,2018-11-14 00:00:00
448,woGffWOOLs,46,3,4,2017,2019,2003,Camille Guzman,5,2019-09-08 00:00:00,4,2019-09-22 00:00:00
449,zJRUAYilPM,75,3,5,2018,0,2002,Dwayne Rudy,3,2019-10-15 00:00:00,4,2019-10-28 00:00:00
450,woGffWOOLs,78,1,1,2016,0,2007,Mary Myers,1,2018-06-26 00:00:00,5,2018-07-21 00:00:00
451,aqFbQUPNyd,103,4,6,2018,0,2006,Nicholas Cobb,1,2017-06-30 00:00:00,8,2017-07-18 00:00:00
452,EEatNodEmN,43,1,1,2019,0,1998,Jane Harrison,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
453,vMsHGGOIIC,23,4,3,2019,0,2003,Jason Bobo,5,2017-11-11 00:00:00,7,2017-11-25 00:00:00
454,wfhpfwIZrb,34,3,8,2016,0,1992,Bobby Adams,1,2017-06-22 00:00:00,1,2017-07-22 00:00:00
455,xUqqBqEuui,142,2,1,2019,2022,1994,James Harrison,1,2017-08-25 00:00:00,6,2017-09-08 00:00:00
456,WckkxOTmQd,125,4,3,2019,2022,2006,Patsy Stockbridge,2,2019-11-01 00:00:00,2,2019-11-23 00:00:00
457,ODTYEyTrqK,91,4,2,2016,0,1995,Cathy Schmitz,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
458,prhchyPiAq,24,4,9,2017,2020,2005,Margaret Hall,1,2017-12-28 00:00:00,4,2018-01-04 00:00:00
459,vSiqFVBxQk,102,3,9,2016,0,2003,Ward Ohalloran,1,2019-05-19 00:00:00,8,2019-06-03 00:00:00
460,ykmRKCJJsx,95,3,6,2017,0,1992,Malena Griffin,3,1000-01-01 00:00:00,6,1000-01-01 00:00:00
461,pDJFIJKenh,121,2,9,2016,0,2003,Autumn Doremus,4,2017-10-21 00:00:00,8,2017-11-11 00:00:00
462,NwphVIVBsi,53,4,8,2016,0,1995,Margaret Mcdaniel,3,2017-06-10 00:00:00,6,2017-07-07 00:00:00
463,eLjEbkFYOt,136,4,3,2016,2019,1998,Timothy Fox,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
464,JWNEmuuVFe,96,3,9,2016,0,1991,Tracy Haines,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
465,xwjGqrjjsk,138,1,3,2017,0,1993,Lance Barnhill,4,2019-12-10 00:00:00,3,2020-01-09 00:00:00
466,gGtETGehKP,47,3,7,2018,0,1990,Susana Delagarza,5,2019-02-24 00:00:00,8,2019-03-01 00:00:00
467,NxgQeBsbNJ,26,3,1,2019,0,1998,Suzanne Freeman,4,2018-03-06 00:00:00,1,2018-03-18 00:00:00
468,nBmnQeebxp,120,4,1,2018,2019,2009,Roxanne Yeast,4,2017-09-02 00:00:00,7,2017-09-17 00:00:00
469,zHwdWDAjcQ,63,1,6,2017,0,2001,Debra Cabiness,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
470,ssLJidMLOL,127,3,4,2016,0,2005,Scott Mckinney,5,2019-05-29 00:00:00,5,2019-06-10 00:00:00
471,wUORXYwuCr,102,4,8,2019,0,1996,Autumn Doremus,4,2017-12-25 00:00:00,1,2017-12-30 00:00:00
472,NcZKGsMiYH,82,4,8,2017,0,1995,Pamela Davis,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
473,zJRUAYilPM,92,2,6,2017,2019,2006,Reginald Bender,1,2019-10-21 00:00:00,6,2019-10-29 00:00:00
474,NeGmkHHftE,30,3,3,2018,0,1990,Suzanne Carlson,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
475,DTbJoeNcir,130,3,8,2018,0,1997,Joshua Gentry,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
476,LrsaGlDBbU,75,3,1,2019,0,2001,Donald Martin,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
477,UgYNurCjMF,55,3,4,2019,0,2006,Thomas Hidalgo,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
478,JDcIPhTYzS,104,4,8,2019,0,1994,Tanya Grayson,2,2017-12-10 00:00:00,4,2017-12-13 00:00:00
479,qjLhZLrSks,119,3,6,2018,0,2001,Anna Kidwell,5,2019-02-27 00:00:00,9,2019-03-04 00:00:00
480,EDKmNdIfOF,57,1,7,2016,2017,1998,Pattie Pierce,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
481,FKBLfPbnQG,15,1,4,2019,0,1990,Lori Branch,5,2017-08-07 00:00:00,4,2017-08-27 00:00:00
482,ipVSfmtxmK,83,2,9,2018,2019,2003,Aurora Branham,5,2019-03-11 00:00:00,4,2019-04-07 00:00:00
483,KJJopjwOYb,124,2,2,2017,0,2008,Donna Friedman,3,2017-06-11 00:00:00,2,2017-06-20 00:00:00
484,bolBfATBtA,75,1,5,2018,2021,1992,Adam Wenk,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
485,YpUmmXnhpu,141,4,1,2017,0,2001,Daniel Summers,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
486,gVsKYzhhcv,44,3,5,2016,2017,1993,Allison Bristow,3,2019-01-28 00:00:00,4,2019-02-02 00:00:00
487,OhsFIVQLXD,33,4,3,2018,2020,1995,Troy Mills,2,2018-12-12 00:00:00,4,2019-01-08 00:00:00
488,sCgKfVImBb,107,1,9,2019,2021,1996,Rita Avery,4,2018-11-22 00:00:00,3,2018-11-30 00:00:00
489,ESJSPoMwXF,78,2,7,2016,0,1995,Marc Naiman,3,2017-09-06 00:00:00,8,2017-09-14 00:00:00
490,OBknRkXxNS,118,3,2,2017,0,2006,Sunshine Motl,3,2018-06-09 00:00:00,2,2018-06-17 00:00:00
491,ODTYEyTrqK,31,1,4,2016,0,2004,George Ramos,3,2018-05-25 00:00:00,7,2018-05-28 00:00:00
492,zHwdWDAjcQ,98,2,4,2016,0,2009,John Tucker,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
493,dFvJiNBFlX,37,1,5,2018,0,2008,John Tucker,2,2019-08-24 00:00:00,6,2019-09-11 00:00:00
494,XRxFRKGyvs,94,3,2,2017,0,1992,Anna Solomon,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
495,YCEhJOYLts,34,4,2,2017,0,2009,Chad Ayers,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
496,YWljoRZOMD,132,4,2,2019,0,1997,Scott Mckinney,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
497,qdeUxdCpZV,28,1,2,2019,2022,2001,Daryl Edwards,2,2018-03-04 00:00:00,3,2018-03-15 00:00:00
498,sXszVSxOcV,66,4,5,2019,0,2004,Susana Delagarza,4,1000-01-01 00:00:00,5,1000-01-01 00:00:00
499,dFvJiNBFlX,21,1,4,2019,2020,1998,Phil Brown,1,2019-02-26 00:00:00,8,2019-03-15 00:00:00
500,JDcIPhTYzS,83,4,7,2019,2022,2007,Bobby Adams,4,2017-10-14 00:00:00,4,2017-10-26 00:00:00
501,OBknRkXxNS,110,3,2,2018,0,1998,Rose Thompson,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
502,iagFZLQXOd,62,1,8,2017,0,2000,Janet Jenkins,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
503,IgnWcZWAyC,36,4,9,2019,0,1992,Martin Scerra,1,2017-07-27 00:00:00,8,2017-08-24 00:00:00
504,vpRmgPMUSS,62,2,5,2016,2017,2007,Allison Bristow,3,2017-11-10 00:00:00,5,2017-11-18 00:00:00
505,tPZScCEwTF,68,2,8,2019,0,1999,Antonio Letourneau,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
506,ykmRKCJJsx,7,2,8,2018,0,2002,George Ramos,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
507,MnhPUXtOLj,24,4,8,2017,0,1996,Nicholas Cobb,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
508,mlgSGyfYmU,84,4,6,2017,0,1993,Debra Cabiness,1,2017-09-09 00:00:00,2,2017-09-18 00:00:00
509,nHGEHvnHtM,107,2,2,2017,0,2003,Tommy Clark,3,2018-07-17 00:00:00,2,2018-07-29 00:00:00
510,FbblXSdaQl,129,4,2,2019,0,2003,Lori Mcvey,1,2018-09-04 00:00:00,6,2018-09-23 00:00:00
511,vMsHGGOIIC,69,4,5,2017,2019,2009,Maria Brown,3,2017-08-11 00:00:00,7,2017-08-27 00:00:00
512,gGtETGehKP,69,3,7,2016,0,1997,Alex Vinson,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
513,mlgSGyfYmU,121,4,1,2019,0,2000,Geraldine Wilson,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
514,DTbJoeNcir,130,3,2,2019,2021,2001,Marybeth Swinehart,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
515,vmPEljegKG,7,2,6,2017,0,2000,Kathy Chandler,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
516,zJRUAYilPM,61,4,9,2019,0,2008,Felipe Hertel,3,2017-08-24 00:00:00,2,2017-08-31 00:00:00
517,ODTYEyTrqK,53,1,5,2018,0,1995,Keri Sines,5,2019-09-26 00:00:00,9,2019-10-02 00:00:00
518,rrJPzQGtSZ,118,3,3,2017,0,1995,Carly Sparks,3,2019-02-01 00:00:00,3,2019-02-26 00:00:00
519,ibwkTbgris,123,4,5,2016,2017,2008,Kathleen Heinz,4,2018-05-26 00:00:00,6,2018-06-06 00:00:00
520,IgIwUsIOCw,28,1,5,2019,0,1994,Marguerite Harmer,4,2018-03-20 00:00:00,7,2018-04-05 00:00:00
521,FbblXSdaQl,103,3,7,2018,0,2003,Forrest Brady,5,2018-12-29 00:00:00,8,2019-01-21 00:00:00
522,MEzkjBcVlN,113,1,8,2016,0,2001,Joseph Schneeman,1,2018-12-28 00:00:00,5,2019-01-12 00:00:00
523,FKBLfPbnQG,144,2,5,2018,0,1990,Catherine Schwarz,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
524,JDcIPhTYzS,75,3,4,2017,0,1991,Marc Uplinger,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
525,MnhPUXtOLj,105,3,2,2019,0,1992,Celestina Williams,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
526,ZjQYSQpoCv,128,4,6,2019,0,1993,Kevin Prost,1,2019-10-25 00:00:00,2,2019-11-13 00:00:00
527,pLVMidMRYH,46,3,9,2018,2021,2006,Timothy Koopmans,3,2019-06-29 00:00:00,2,2019-07-04 00:00:00
528,wyPicIxxgS,33,1,9,2016,0,1997,Michael Stegall,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
529,bycFnlzlSD,34,1,3,2016,0,2004,Justin Rizzo,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
530,YWljoRZOMD,10,1,7,2018,0,1991,Chung Brodeur,3,2019-06-21 00:00:00,7,2019-07-05 00:00:00
531,oYZyEUdXes,53,2,4,2017,2019,2005,Margaret Hall,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
532,gGtETGehKP,81,3,5,2018,0,1994,Pattie Pierce,4,2019-12-07 00:00:00,2,2019-12-09 00:00:00
533,PjAWxcSynU,33,2,8,2018,2021,1997,Angelina Washington,3,2018-11-20 00:00:00,6,2018-11-28 00:00:00
534,eXCDzvqrDk,22,4,1,2017,0,1991,Eva Fitzgerald,3,2018-12-05 00:00:00,3,2018-12-23 00:00:00
535,HyLygEtbfh,115,2,8,2016,0,2007,Steven Burridge,2,2018-05-26 00:00:00,5,2018-06-07 00:00:00
536,tPZScCEwTF,57,4,5,2016,0,2002,Henry Zurawski,3,2018-06-22 00:00:00,6,2018-07-08 00:00:00
537,BUVbKcuLVm,120,2,4,2019,0,2002,Malena Griffin,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
538,PLWSCDYZfF,84,3,3,2019,0,2005,Jerome Collier,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
539,PmhXiKRmdE,88,1,8,2018,2020,2008,Donna Friedman,2,2018-01-23 00:00:00,9,2018-02-18 00:00:00
540,IPTPWTrIyO,50,3,9,2017,0,2000,Anna Kidwell,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
541,MSIqvDGnCf,93,4,7,2016,0,2009,Lori Branch,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
542,vpRmgPMUSS,115,1,8,2016,0,2002,Jesus Oleksy,4,1000-01-01 00:00:00,4,1000-01-01 00:00:00
543,naErycVMFg,103,1,7,2016,0,2002,Daryl Edwards,3,2018-01-31 00:00:00,7,2018-03-02 00:00:00
544,amCtvCfbEy,28,4,2,2019,0,2004,Camille Guzman,2,2019-06-20 00:00:00,4,2019-07-13 00:00:00
545,vpRmgPMUSS,37,2,1,2016,0,1992,Theresa Cinotti,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
546,fFSBvRnvrA,144,1,1,2017,2020,2007,Donald Crumb,3,2018-07-31 00:00:00,6,2018-08-20 00:00:00
547,IgIwUsIOCw,1,3,5,2017,2018,1996,Aurora Branham,1,2020-01-01 00:00:00,6,2020-01-24 00:00:00
548,uhjVITIEJl,103,2,9,2018,0,1992,Kathryn Teeter,4,2019-03-20 00:00:00,5,2019-04-03 00:00:00
549,NwphVIVBsi,88,4,5,2019,0,2004,Roxanne Yeast,1,2018-09-06 00:00:00,1,2018-09-10 00:00:00
550,srmlsbWdhm,41,3,9,2016,0,1992,Patsy Stockbridge,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
551,mlgSGyfYmU,70,2,5,2019,2022,1996,Robert Mauldin,4,2017-11-01 00:00:00,8,2017-11-15 00:00:00
552,wfhpfwIZrb,149,1,7,2016,0,2007,Margaret Mcdaniel,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
553,qTTmjdJIdH,100,1,4,2019,0,1991,Joseph Schneeman,3,2017-10-21 00:00:00,3,2017-11-10 00:00:00
554,csLuyypDYc,21,3,8,2019,0,2008,Margaret Mcdaniel,1,2019-10-12 00:00:00,8,2019-10-19 00:00:00
555,dFvJiNBFlX,122,4,1,2018,0,1997,Graciela Lansberry,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
556,DuvobJevyx,46,3,2,2017,2018,2005,Marc Naiman,1,2019-08-10 00:00:00,8,2019-08-24 00:00:00
557,pLVMidMRYH,69,4,3,2017,2019,1995,Lisa Velasco,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
558,pDJFIJKenh,134,2,1,2017,0,2009,Henry Zurawski,1,2018-07-28 00:00:00,3,2018-08-19 00:00:00
559,rrJPzQGtSZ,48,2,2,2018,0,2009,Tyrone Williams,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
560,GBPLmxQaJu,100,4,1,2019,2020,1992,John Tucker,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
561,ykmRKCJJsx,114,3,3,2017,0,2002,Debra Riddle,2,2017-11-29 00:00:00,3,2017-12-14 00:00:00
562,pLVMidMRYH,113,4,1,2016,2019,1992,Alex Vinson,2,2019-04-16 00:00:00,2,2019-04-20 00:00:00
563,QPFLwXLLZT,63,4,7,2017,0,2009,Timothy Miranda,3,2019-10-10 00:00:00,6,2019-10-18 00:00:00
564,FbblXSdaQl,79,2,9,2019,2021,2006,Troy Mills,1,2019-05-16 00:00:00,6,2019-05-30 00:00:00
565,sCgKfVImBb,16,2,3,2016,2017,1998,Daniel Summers,4,2018-05-07 00:00:00,7,2018-05-15 00:00:00
566,IdDbDPkLFp,13,2,8,2019,0,1992,Jane Robertson,3,2018-11-12 00:00:00,8,2018-11-23 00:00:00
567,BUVbKcuLVm,111,1,5,2017,2018,1990,Roxanne Yeast,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
568,wfhpfwIZrb,33,2,3,2019,2021,2000,Charlotte Ritchie,2,2018-05-04 00:00:00,7,2018-05-27 00:00:00
569,vpRmgPMUSS,36,3,5,2016,0,1999,Fredrick Eppler,1,2018-07-23 00:00:00,6,2018-08-15 00:00:00
570,loYKWBxLkU,138,2,5,2019,2021,2001,Mary Loveless,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
571,IMlzGuxcaH,85,3,5,2016,0,1993,Betty Wright,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
572,AxydZcPDJE,77,1,9,2016,0,1994,Jesus Oleksy,2,2018-09-22 00:00:00,5,2018-10-23 00:00:00
573,kNMaEaklwR,9,1,1,2016,0,1996,Cody Holt,1,2018-12-15 00:00:00,8,2019-01-06 00:00:00
574,dsawRJfVQt,5,1,8,2017,0,1995,Allison Bristow,5,2019-06-19 00:00:00,1,2019-07-18 00:00:00
575,zJRUAYilPM,55,4,3,2019,2020,1998,Geraldine Wilson,3,2019-12-30 00:00:00,3,2020-01-04 00:00:00
576,aqFbQUPNyd,84,1,2,2017,0,1996,Keri Sines,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
577,bolBfATBtA,112,4,8,2018,0,1995,Patsy Stockbridge,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
578,GBPLmxQaJu,135,3,3,2017,0,1994,Tyrone Williams,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
579,PjAWxcSynU,26,2,9,2017,0,2006,Tommy Clark,3,2018-09-01 00:00:00,4,2018-09-24 00:00:00
580,HlkYOzpidl,15,1,1,2016,0,1990,Debra Cabiness,2,2017-09-24 00:00:00,2,2017-10-18 00:00:00
581,EEatNodEmN,24,1,2,2017,2019,1995,Robert Mauldin,4,2019-02-24 00:00:00,6,2019-03-02 00:00:00
582,QxqZuEtClA,30,3,7,2019,0,2002,Billy Rouse,4,2017-12-10 00:00:00,2,2017-12-23 00:00:00
583,QqxwiQZmIz,146,4,7,2018,2020,1993,Kathryn Christensen,4,2018-05-30 00:00:00,1,2018-06-26 00:00:00
584,XcnPdDZPZO,33,3,3,2019,0,2005,Pedro Gonzalez,5,2019-07-26 00:00:00,6,2019-07-31 00:00:00
585,wyPicIxxgS,145,4,1,2019,0,2001,Anna Kidwell,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
586,goizBSpXkL,106,3,9,2019,0,2003,Cody Holt,2,2019-02-01 00:00:00,3,2019-02-02 00:00:00
587,XRxFRKGyvs,2,1,4,2016,2019,2005,Joshua Gentry,3,2019-06-02 00:00:00,1,2019-06-21 00:00:00
588,sXszVSxOcV,14,3,7,2017,0,1998,Timothy Koopmans,4,2018-05-31 00:00:00,1,2018-06-25 00:00:00
589,eLjEbkFYOt,93,2,2,2018,0,2006,Susana Delagarza,3,2018-12-18 00:00:00,6,2019-01-04 00:00:00
590,MEzkjBcVlN,74,1,1,2016,0,1999,Suzanne Freeman,4,2018-05-02 00:00:00,1,2018-05-05 00:00:00
591,HlkYOzpidl,4,1,5,2019,0,2009,Reginald Bender,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
592,NJmpDrPgWq,89,2,5,2019,0,1998,Forrest Brady,3,2019-06-10 00:00:00,7,2019-06-11 00:00:00
593,OReIMZurLe,128,4,9,2017,0,1997,Pamela Davis,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
594,GErjWhkibJ,132,3,3,2017,0,1998,Violet Ponce,2,2019-03-10 00:00:00,5,2019-03-25 00:00:00
595,jXjBNuyEYp,98,2,4,2019,0,1992,Joseph Schneeman,1,2019-07-10 00:00:00,5,2019-07-19 00:00:00
596,DqhpYwumjd,100,4,6,2019,2022,2007,Timothy Koopmans,3,2019-11-29 00:00:00,8,2019-12-27 00:00:00
597,FGfRdSCJdx,111,2,6,2017,0,2000,Aurora Branham,5,2019-07-20 00:00:00,7,2019-08-05 00:00:00
598,oYZyEUdXes,38,1,1,2016,2018,2002,Troy Mills,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
599,QqxwiQZmIz,4,2,3,2017,0,1998,Graciela Lansberry,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
600,rrJPzQGtSZ,48,4,2,2018,0,2005,Lisa Catron,5,2019-06-28 00:00:00,8,2019-07-29 00:00:00
601,naErycVMFg,55,1,9,2017,0,1990,Ryan Archer,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
602,iWPULghhJc,125,1,3,2017,0,2007,Suzanne Carlson,2,2018-11-05 00:00:00,1,2018-12-02 00:00:00
603,eobVSsQSaA,31,4,6,2018,0,1994,Ward Ohalloran,4,2018-07-09 00:00:00,8,2018-07-28 00:00:00
604,OReIMZurLe,119,4,8,2017,0,1990,Chad Ayers,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
605,hXwOLtTYKu,65,3,2,2016,0,1999,Camille Guzman,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
606,oYZyEUdXes,35,4,6,2019,0,1996,Fredrick Eppler,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
607,AkYFXFZVDr,62,2,2,2016,2017,2001,Linda Womack,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
608,HyLygEtbfh,36,2,4,2018,0,2006,Larry Berrios,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
609,MEzkjBcVlN,77,2,7,2016,0,1998,Thomas Hidalgo,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
610,ykmRKCJJsx,63,2,1,2017,2020,2001,Lydia Weaver,1,2017-08-31 00:00:00,4,2017-09-08 00:00:00
611,vmPEljegKG,75,2,4,2018,0,2005,Sunshine Motl,3,2019-12-13 00:00:00,7,2019-12-20 00:00:00
612,sCgKfVImBb,22,4,6,2016,0,2000,Ricky Damon,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
613,MnhPUXtOLj,116,1,5,2016,0,2000,Aurora Branham,1,2017-10-11 00:00:00,7,2017-10-16 00:00:00
614,iagFZLQXOd,150,1,4,2018,0,1999,Dorothy Mutchler,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
615,KJJopjwOYb,111,3,1,2016,0,1996,Catherine Schwarz,1,2017-07-10 00:00:00,5,2017-08-05 00:00:00
616,ANNqxvcfDa,5,1,9,2016,0,1995,Cathy Schmitz,3,2017-07-01 00:00:00,4,2017-07-16 00:00:00
617,XRxFRKGyvs,23,1,4,2018,0,1990,Patsy Stockbridge,4,2019-08-16 00:00:00,4,2019-08-18 00:00:00
618,pNPpMHkbSf,42,4,4,2017,0,2008,Rita Avery,2,2019-02-13 00:00:00,2,2019-02-18 00:00:00
619,JHubwWxvLO,150,3,6,2016,0,2004,Michael Stegall,5,2018-10-03 00:00:00,4,2018-10-13 00:00:00
620,aVZQRArCfp,101,3,1,2019,0,1995,Pamela Davis,4,2017-09-16 00:00:00,2,2017-09-22 00:00:00
621,QPFLwXLLZT,131,3,8,2017,0,1990,Marguerite Harmer,4,2019-11-03 00:00:00,2,2019-12-02 00:00:00
622,ipVSfmtxmK,11,2,4,2019,0,1993,Richard Mendoza,4,2017-07-29 00:00:00,4,2017-08-21 00:00:00
623,qTTmjdJIdH,53,1,8,2017,0,2001,George Guy,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
624,ahxIUzrHhw,5,2,5,2017,2018,2007,Sunshine Motl,4,2019-08-23 00:00:00,2,2019-09-20 00:00:00
625,UgYNurCjMF,110,1,6,2017,0,2008,Anna Kidwell,2,2017-12-16 00:00:00,6,2017-12-28 00:00:00
626,nBmnQeebxp,2,4,6,2019,2020,1991,Marybeth Swinehart,1,2018-08-27 00:00:00,8,2018-09-24 00:00:00
627,ykmRKCJJsx,108,2,2,2018,0,2007,Lydia Weaver,5,2019-09-03 00:00:00,6,2019-09-13 00:00:00
628,ipVSfmtxmK,101,4,4,2019,0,1996,Jason Bobo,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
629,iWPULghhJc,6,3,6,2019,0,2009,Pamela Samuels,2,2019-05-23 00:00:00,8,2019-06-15 00:00:00
630,tPZScCEwTF,103,3,1,2019,2020,1992,Jerome Collier,1,1000-01-01 00:00:00,3,1000-01-01 00:00:00
631,ibwkTbgris,80,2,7,2019,2021,2002,Bobby Adams,5,2019-04-17 00:00:00,9,2019-05-03 00:00:00
632,eXCDzvqrDk,137,4,8,2017,0,1996,Kathy Chandler,2,2018-02-12 00:00:00,9,2018-02-14 00:00:00
633,uiOykvlRLJ,117,3,9,2018,0,2002,James Harrison,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
634,YpUmmXnhpu,136,4,1,2016,0,1990,Troy Mills,3,2017-07-04 00:00:00,9,2017-07-25 00:00:00
635,vMsHGGOIIC,126,3,5,2016,2019,1992,Jason Crieghton,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
636,ESJSPoMwXF,25,3,4,2017,0,1991,Margaret Hall,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
637,nBmnQeebxp,88,1,1,2018,0,1996,Tanya Grayson,3,2018-02-14 00:00:00,8,2018-02-18 00:00:00
638,goizBSpXkL,142,1,2,2017,2018,1994,Kathy Chandler,3,2017-07-02 00:00:00,8,2017-07-13 00:00:00
639,YWljoRZOMD,48,3,2,2019,2020,2005,Annie Perez,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
640,qjLhZLrSks,104,4,3,2018,2019,1995,Frank Haggard,5,2018-05-23 00:00:00,3,2018-06-05 00:00:00
